condition,outcome,family,forecast_model,prompt_variant,prompt_ate,n_completions
Model accuracy,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.4,1
Model accuracy,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.005,1
Model accuracy,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.7,1
Model accuracy,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1,1
Model accuracy,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.6,1
Model accuracy,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.9,1
Model accuracy,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.1,1
Model accuracy,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Model accuracy,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1,1
Model accuracy,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Model accuracy,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,-0.5,1
Model accuracy,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.05,1
Model accuracy,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Model accuracy,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.2,1
Model accuracy,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.002,1
Model accuracy,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Model accuracy,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1,1
Model accuracy,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.4,1
Model accuracy,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1,1
Model accuracy,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1,1
Oil industry misinformation,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.5,1
Oil industry misinformation,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,3,1
Oil industry misinformation,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,2.5,1
Oil industry misinformation,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,-4,1
Oil industry misinformation,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.2,1
Oil industry misinformation,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1,1
Oil industry misinformation,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.5,1
Oil industry misinformation,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.005,1
Oil industry misinformation,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,2,1
Oil industry misinformation,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,2.5,1
Oil industry misinformation,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.8,1
Oil industry misinformation,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,2.8,1
Oil industry misinformation,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,3.5,1
Oil industry misinformation,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Oil industry misinformation,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1,1
Oil industry misinformation,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.8,1
Oil industry misinformation,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,-5,1
Oil industry misinformation,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.1,1
Oil industry misinformation,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1.5,1
Oil industry misinformation,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Oil industry misinformation,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.005,1
Oil industry misinformation,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1,1
Oil industry misinformation,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,2,1
Oil industry misinformation,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1.2,1
Oil industry misinformation,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,2.5,1
Oil industry misinformation,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,3,1
Peer-review,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.5,1
Peer-review,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.2,1
Peer-review,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.8,1
Peer-review,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,-0.5,1
Peer-review,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.1,1
Peer-review,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.7,1
Peer-review,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.3,1
Peer-review,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.005,1
Peer-review,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.9,1
Peer-review,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.5,1
Peer-review,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.8,1
Peer-review,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1,1
Peer-review,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.1,1
Peer-review,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Peer-review,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.3,1
Peer-review,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.4,1
Peer-review,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,-0.5,1
Peer-review,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.05,1
Peer-review,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.2,1
Peer-review,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.3,1
Peer-review,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.005,1
Peer-review,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.4,1
Peer-review,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1,1
Peer-review,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.3,1
Peer-review,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1.5,1
Peer-review,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1.2,1
Portrait Prof. Cherry,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.5,1
Portrait Prof. Cherry,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.8,1
Portrait Prof. Cherry,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.7,1
Portrait Prof. Cherry,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,-0.5,1
Portrait Prof. Cherry,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.1,1
Portrait Prof. Cherry,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.4,1
Portrait Prof. Cherry,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.6,1
Portrait Prof. Cherry,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.005,1
Portrait Prof. Cherry,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.5,1
Portrait Prof. Cherry,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.7,1
Portrait Prof. Cherry,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.4,1
Portrait Prof. Cherry,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1,1
Portrait Prof. Cherry,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.2,1
Portrait Prof. Cherry,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Portrait Prof. Cherry,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.75,1
Portrait Prof. Cherry,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Portrait Prof. Cherry,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,-0.5,1
Portrait Prof. Cherry,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.05,1
Portrait Prof. Cherry,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.25,1
Portrait Prof. Cherry,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Portrait Prof. Cherry,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.002,1
Portrait Prof. Cherry,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Portrait Prof. Cherry,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1,1
Portrait Prof. Cherry,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Portrait Prof. Cherry,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1.5,1
Portrait Prof. Cherry,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1.25,1
Scientist community helpers,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.5,1
Scientist community helpers,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.75,1
Scientist community helpers,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.5,1
Scientist community helpers,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,-1.5,1
Scientist community helpers,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.1,1
Scientist community helpers,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.5,1
Scientist community helpers,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.75,1
Scientist community helpers,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.005,1
Scientist community helpers,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.75,1
Scientist community helpers,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.5,1
Scientist community helpers,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.75,1
Scientist community helpers,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.5,1
Scientist community helpers,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.5,1
Scientist community helpers,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Scientist community helpers,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.8,1
Scientist community helpers,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.7,1
Scientist community helpers,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,-1.5,1
Scientist community helpers,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.1,1
Scientist community helpers,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Scientist community helpers,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.8,1
Scientist community helpers,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.005,1
Scientist community helpers,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.6,1
Scientist community helpers,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1.5,1
Scientist community helpers,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Scientist community helpers,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1.2,1
Scientist community helpers,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,1,1
Social justice,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1.5,1
Social justice,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,2,1
Social justice,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,2.5,1
Social justice,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,-3,1
Social justice,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.2,1
Social justice,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,3.5,1
Social justice,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,1,1
Social justice,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,0.005,1
Social justice,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,3,1
Social justice,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,4,1
Social justice,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,2.5,1
Social justice,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,3,1
Social justice,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v1,3.5,1
Social justice,behavior_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Social justice,belief_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.3,1
Social justice,concern_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.4,1
Social justice,distrust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,-0.5,1
Social justice,donation_ams,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.05,1
Social justice,funding_perceptions,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.5,1
Social justice,inst_trust_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.2,1
Social justice,newsletter_signup,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.002,1
Social justice,policy_general,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.4,1
Social justice,policy_role_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.6,1
Social justice,policy_specific_mean,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.3,1
Social justice,trust_multidimensional,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.3,1
Social justice,trust_post,Google,gemini-2.5-flash-lite,tier3_direct_forecast_v2,0.3,1
